lab_id,model_id,model_expression,anger,disgust,fear,happiness,sadness,surprise,other,mean_intensity_rating
MF0005,0001,disgust,0.06896551724137931,0.3103448275862069,0.04597701149425287,0.011494252873563218,0.25287356321839083,0.09195402298850575,0.21839080459770116,3.0549450549450547
MF0005,0001,fear,0.045454545454545456,0.045454545454545456,0.14772727272727273,0.056818181818181816,0.07954545454545454,0.4659090909090909,0.1590909090909091,3.2444444444444445
MF0005,0001,happiness,NA,NA,NA,0.8762886597938144,0.010309278350515464,NA,0.1134020618556701,3.3626373626373627
MF0005,0001,sadness,0.3023255813953488,0.13953488372093023,NA,NA,0.38372093023255816,0.011627906976744186,0.16279069767441862,3.7281553398058254
MF0005,0001,surprise,0.008771929824561403,0.008771929824561403,NA,0.02631578947368421,NA,0.9473684210526315,0.008771929824561403,4.940476190476191
MF0005,0002,anger,0.6494845360824743,0.14432989690721648,0.020618556701030927,NA,0.08247422680412371,0.09278350515463918,0.010309278350515464,4.845238095238095
MF0005,0002,disgust,0.09195402298850575,0.5862068965517241,0.022988505747126436,0.05747126436781609,0.06896551724137931,0.12643678160919541,0.04597701149425287,4.197802197802198
MF0005,0002,fear,0.011363636363636364,NA,0.11363636363636363,NA,0.011363636363636364,0.8295454545454546,0.03409090909090909,3.811111111111111
MF0005,0002,happiness,NA,0.010309278350515464,NA,0.9484536082474226,NA,NA,0.041237113402061855,3.879120879120879
MF0005,0002,sadness,0.023255813953488372,0.13953488372093023,0.05813953488372093,0.023255813953488372,0.6511627906976745,0.046511627906976744,0.05813953488372093,4.563106796116505
MF0005,0002,surprise,NA,0.008771929824561403,0.07894736842105263,0.008771929824561403,0.008771929824561403,0.868421052631579,0.02631578947368421,4.7976190476190474
MF0005,0003,anger,0.5463917525773195,0.13402061855670103,0.020618556701030927,0.010309278350515464,0.10309278350515463,0.041237113402061855,0.14432989690721648,3.7261904761904763
MF0005,0003,disgust,0.011494252873563218,0.5172413793103449,0.022988505747126436,0.22988505747126436,0.022988505747126436,0.06896551724137931,0.12643678160919541,3.6043956043956045
MF0005,0003,fear,0.011363636363636364,0.011363636363636364,0.06818181818181818,0.03409090909090909,0.07954545454545454,0.45454545454545453,0.3409090909090909,2.477777777777778
MF0005,0003,happiness,NA,NA,NA,0.9896907216494846,NA,NA,0.010309278350515464,4.186813186813187
MF0005,0003,sadness,0.06976744186046512,0.12790697674418605,0.023255813953488372,0.011627906976744186,0.3953488372093023,0.05813953488372093,0.313953488372093,3.4466019417475726
MF0005,0003,surprise,NA,NA,0.017543859649122806,0.17543859649122806,0.008771929824561403,0.7807017543859649,0.017543859649122806,3.9047619047619047
MF0005,0004,anger,0.27835051546391754,0.07216494845360824,0.020618556701030927,0.030927835051546393,0.1958762886597938,0.020618556701030927,0.38144329896907214,3.011904761904762
MF0005,0004,disgust,0.034482758620689655,0.6436781609195402,NA,0.16091954022988506,0.011494252873563218,0.022988505747126436,0.12643678160919541,4.637362637362638
MF0005,0004,fear,0.056818181818181816,0.011363636363636364,0.19318181818181818,0.03409090909090909,0.022727272727272728,0.5340909090909091,0.14772727272727273,3.1777777777777776
MF0005,0004,happiness,NA,NA,0.010309278350515464,0.9690721649484536,NA,0.010309278350515464,0.010309278350515464,4.681318681318682
MF0005,0004,sadness,0.09302325581395349,0.05813953488372093,NA,0.023255813953488372,0.3372093023255814,0.023255813953488372,0.46511627906976744,3.0776699029126213
MF0005,0004,surprise,0.008771929824561403,0.017543859649122806,0.12280701754385964,0.07894736842105263,0.043859649122807015,0.43859649122807015,0.2894736842105263,2.1904761904761907
MF0005,0005,anger,0.3917525773195876,0.061855670103092786,0.05154639175257732,0.010309278350515464,0.26804123711340205,0.020618556701030927,0.1958762886597938,3.357142857142857
MF0005,0005,disgust,0.022988505747126436,0.5632183908045977,0.08045977011494253,0.022988505747126436,0.25287356321839083,0.034482758620689655,0.022988505747126436,4.593406593406593
MF0005,0005,fear,0.011363636363636364,0.022727272727272728,0.23863636363636365,NA,NA,0.7272727272727273,NA,5.188888888888889
MF0005,0005,happiness,NA,NA,NA,0.9690721649484536,0.010309278350515464,NA,0.020618556701030927,4.351648351648351
MF0005,0005,sadness,0.011627906976744186,0.19767441860465115,0.10465116279069768,0.05813953488372093,0.45348837209302323,0.023255813953488372,0.1511627906976744,4.320388349514563
MF0005,0005,surprise,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.5614035087719298,NA,0.40350877192982454,0.008771929824561403,5.107142857142857
MF0005,0006,anger,0.32989690721649484,0.29896907216494845,0.07216494845360824,0.010309278350515464,0.10309278350515463,0.08247422680412371,0.10309278350515463,3.7857142857142856
MF0005,0006,disgust,NA,0.09195402298850575,NA,0.8505747126436781,NA,0.034482758620689655,0.022988505747126436,2.7142857142857144
MF0005,0006,fear,NA,0.011363636363636364,0.19318181818181818,NA,NA,0.7954545454545454,NA,4.822222222222222
MF0005,0006,happiness,NA,NA,NA,0.979381443298969,NA,0.020618556701030927,NA,5.395604395604396
MF0005,0006,sadness,0.046511627906976744,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.4418604651162791,0.03488372093023256,0.29069767441860467,3.621359223300971
MF0005,0006,surprise,NA,NA,0.017543859649122806,0.3508771929824561,NA,0.631578947368421,NA,5
MF0005,0007,anger,0.5257731958762887,0.10309278350515463,0.061855670103092786,0.010309278350515464,0.10309278350515463,0.041237113402061855,0.15463917525773196,3.761904761904762
MF0005,0007,disgust,0.06896551724137931,0.7011494252873564,0.04597701149425287,NA,0.1724137931034483,0.011494252873563218,NA,4.912087912087912
MF0005,0007,fear,NA,0.011363636363636364,0.2727272727272727,NA,0.011363636363636364,0.6931818181818182,0.011363636363636364,4.733333333333333
MF0005,0007,happiness,NA,NA,NA,0.979381443298969,NA,0.010309278350515464,0.010309278350515464,5.758241758241758
MF0005,0007,sadness,0.09302325581395349,0.03488372093023256,0.3488372093023256,NA,0.1744186046511628,0.20930232558139536,0.13953488372093023,3.9514563106796117
MF0005,0007,surprise,0.017543859649122806,0.008771929824561403,0.2543859649122807,NA,0.017543859649122806,0.6929824561403509,0.008771929824561403,4.821428571428571
MF0005,0008,anger,0.3402061855670103,0.17525773195876287,0.17525773195876287,0.010309278350515464,0.07216494845360824,0.18556701030927836,0.041237113402061855,4.690476190476191
MF0005,0008,disgust,0.034482758620689655,0.632183908045977,0.13793103448275862,0.011494252873563218,0.14942528735632185,0.022988505747126436,0.011494252873563218,5.450549450549451
MF0005,0008,fear,0.011363636363636364,0.03409090909090909,0.29545454545454547,NA,0.011363636363636364,0.6477272727272727,NA,5.6
MF0005,0008,happiness,NA,NA,NA,1,NA,NA,NA,5.472527472527473
MF0005,0008,sadness,0.1511627906976744,0.046511627906976744,0.19767441860465115,0.011627906976744186,0.47674418604651164,0.023255813953488372,0.09302325581395349,4.922330097087379
MF0005,0008,surprise,0.02631578947368421,NA,0.30701754385964913,NA,0.017543859649122806,0.6491228070175439,NA,5.809523809523809
MF0005,0009,anger,0.38144329896907214,0.030927835051546393,0.020618556701030927,0.010309278350515464,0.15463917525773196,0.020618556701030927,0.38144329896907214,3.261904761904762
MF0005,0009,disgust,0.05747126436781609,0.5287356321839081,0.06896551724137931,0.011494252873563218,0.21839080459770116,0.034482758620689655,0.08045977011494253,3.901098901098901
MF0005,0009,fear,0.011363636363636364,0.045454545454545456,0.045454545454545456,0.03409090909090909,NA,0.8522727272727273,0.011363636363636364,3.033333333333333
MF0005,0009,happiness,NA,0.020618556701030927,NA,0.8247422680412371,NA,0.030927835051546393,0.12371134020618557,3.32967032967033
MF0005,0009,sadness,0.3023255813953488,0.13953488372093023,0.011627906976744186,0.023255813953488372,0.313953488372093,0.011627906976744186,0.19767441860465115,3.7864077669902914
MF0005,0009,surprise,0.017543859649122806,0.008771929824561403,0.02631578947368421,0.11403508771929824,0.017543859649122806,0.7543859649122807,0.06140350877192982,4.273809523809524
MF0005,0010,anger,0.27835051546391754,0.061855670103092786,0.08247422680412371,0.030927835051546393,0.21649484536082475,0.030927835051546393,0.29896907216494845,2.9166666666666665
MF0005,0010,disgust,0.04597701149425287,0.2413793103448276,0.034482758620689655,0.41379310344827586,0.05747126436781609,0.011494252873563218,0.19540229885057472,2.3076923076923075
MF0005,0010,fear,NA,NA,0.19318181818181818,0.03409090909090909,NA,0.7613636363636364,0.011363636363636364,4.233333333333333
MF0005,0010,happiness,NA,NA,NA,0.979381443298969,NA,0.010309278350515464,0.010309278350515464,4.9010989010989015
MF0005,0010,sadness,0.08139534883720931,0.18604651162790697,0.023255813953488372,0.046511627906976744,0.23255813953488372,0.023255813953488372,0.4069767441860465,3.466019417475728
MF0005,0010,surprise,NA,NA,NA,0.3508771929824561,0.008771929824561403,0.6403508771929824,NA,5.226190476190476
MF0006,0001,anger,0.9381443298969072,0.041237113402061855,0.010309278350515464,NA,NA,0.010309278350515464,NA,6.261904761904762
MF0006,0001,disgust,0.42528735632183906,0.4942528735632184,0.022988505747126436,0.011494252873563218,0.011494252873563218,0.022988505747126436,0.011494252873563218,6.362637362637362
MF0006,0002,anger,0.1958762886597938,0.15463917525773196,0.041237113402061855,NA,0.3402061855670103,NA,0.26804123711340205,2.9404761904761907
MF0006,0002,disgust,0.16091954022988506,0.22988505747126436,0.011494252873563218,0.011494252873563218,0.4827586206896552,0.022988505747126436,0.08045977011494253,2.9450549450549453
MF0006,0002,fear,0.11363636363636363,0.045454545454545456,0.045454545454545456,NA,0.375,0.022727272727272728,0.3977272727272727,2.1666666666666665
MF0006,0002,happiness,NA,0.010309278350515464,0.010309278350515464,0.8969072164948454,0.020618556701030927,0.020618556701030927,0.041237113402061855,3.241758241758242
MF0006,0002,sadness,0.13953488372093023,0.06976744186046512,0.011627906976744186,0.011627906976744186,0.3023255813953488,NA,0.46511627906976744,3.0776699029126213
MF0006,0002,surprise,0.09649122807017543,0.043859649122807015,0.03508771929824561,0.008771929824561403,0.42105263157894735,0.008771929824561403,0.38596491228070173,1.6904761904761905
MF0006,0003,anger,0.030927835051546393,0.020618556701030927,0.020618556701030927,0.010309278350515464,0.4329896907216495,0.030927835051546393,0.4536082474226804,2.4404761904761907
MF0006,0003,disgust,0.022988505747126436,0.034482758620689655,0.05747126436781609,0.3333333333333333,0.21839080459770116,NA,0.3333333333333333,1.967032967032967
MF0006,0003,fear,0.03409090909090909,0.022727272727272728,0.10227272727272728,0.056818181818181816,0.20454545454545456,0.07954545454545454,0.5,2.433333333333333
MF0006,0003,happiness,NA,NA,NA,0.9896907216494846,NA,0.010309278350515464,NA,5.670329670329671
MF0006,0003,sadness,0.08139534883720931,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.5232558139534884,NA,0.32558139534883723,3.4854368932038833
MF0006,0003,surprise,0.008771929824561403,0.008771929824561403,0.10526315789473684,NA,0.017543859649122806,0.8245614035087719,0.03508771929824561,3.9761904761904763
MF0006,0004,anger,0.31958762886597936,0.07216494845360824,0.010309278350515464,NA,0.422680412371134,0.020618556701030927,0.15463917525773196,3.4285714285714284
MF0006,0004,disgust,0.10344827586206896,0.5057471264367817,0.034482758620689655,0.034482758620689655,0.19540229885057472,0.034482758620689655,0.09195402298850575,3.868131868131868
MF0006,0004,fear,0.20454545454545456,0.045454545454545456,0.06818181818181818,0.011363636363636364,0.3068181818181818,0.09090909090909091,0.2727272727272727,2.3666666666666667
MF0006,0004,happiness,NA,NA,NA,0.9896907216494846,NA,NA,0.010309278350515464,5.802197802197802
MF0006,0004,sadness,0.19767441860465115,0.046511627906976744,0.011627906976744186,NA,0.5930232558139535,0.011627906976744186,0.13953488372093023,4.106796116504855
MF0006,0004,surprise,0.06140350877192982,0.07017543859649122,0.14035087719298245,0.017543859649122806,0.06140350877192982,0.5087719298245614,0.14035087719298245,3.2023809523809526
MF0006,0005,anger,0.17525773195876287,0.18556701030927836,0.07216494845360824,0.030927835051546393,0.23711340206185566,0.020618556701030927,0.27835051546391754,3.0595238095238093
MF0006,0005,disgust,0.06896551724137931,0.5632183908045977,0.10344827586206896,NA,0.1724137931034483,0.08045977011494253,0.011494252873563218,3.78021978021978
MF0006,0005,fear,0.13636363636363635,0.03409090909090909,0.18181818181818182,0.022727272727272728,0.11363636363636363,0.22727272727272727,0.2840909090909091,2.811111111111111
MF0006,0005,happiness,NA,0.010309278350515464,NA,0.9690721649484536,NA,0.020618556701030927,NA,5.362637362637362
MF0006,0005,sadness,0.08139534883720931,0.046511627906976744,0.12790697674418605,0.023255813953488372,0.2441860465116279,0.09302325581395349,0.38372093023255816,3.0776699029126213
MF0006,0005,surprise,0.008771929824561403,NA,0.008771929824561403,0.9298245614035088,0.008771929824561403,0.043859649122807015,NA,3.0476190476190474
MF0006,0006,anger,0.030927835051546393,0.13402061855670103,0.041237113402061855,0.26804123711340205,0.12371134020618557,0.030927835051546393,0.3711340206185567,2.5952380952380953
MF0006,0006,disgust,0.022988505747126436,0.5287356321839081,0.16091954022988506,0.034482758620689655,0.09195402298850575,0.022988505747126436,0.13793103448275862,4.461538461538462
MF0006,0006,fear,0.011363636363636364,0.011363636363636364,0.25,0.17045454545454544,0.022727272727272728,0.3409090909090909,0.19318181818181818,3.088888888888889
MF0006,0006,happiness,NA,NA,NA,0.9175257731958762,NA,0.030927835051546393,0.05154639175257732,4
MF0006,0006,sadness,0.011627906976744186,0.05813953488372093,0.011627906976744186,0.4418604651162791,0.09302325581395349,0.05813953488372093,0.32558139534883723,2.378640776699029
MF0006,0006,surprise,0.008771929824561403,0.017543859649122806,0.09649122807017543,0.38596491228070173,0.02631578947368421,0.2631578947368421,0.20175438596491227,2.619047619047619
MF0006,0007,anger,0.5257731958762887,0.15463917525773196,0.020618556701030927,0.010309278350515464,0.07216494845360824,0.18556701030927836,0.030927835051546393,4.511904761904762
MF0006,0007,disgust,0.3448275862068966,0.5632183908045977,0.011494252873563218,NA,NA,0.034482758620689655,0.04597701149425287,4.626373626373627
MF0006,0007,fear,0.011363636363636364,0.045454545454545456,0.3068181818181818,0.011363636363636364,NA,0.5909090909090909,0.03409090909090909,4.377777777777778
MF0006,0007,happiness,NA,NA,NA,0.9896907216494846,NA,0.010309278350515464,NA,5.989010989010989
MF0006,0007,sadness,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.011627906976744186,0.7325581395348837,0.09302325581395349,0.023255813953488372,4.611650485436893
MF0006,0007,surprise,NA,0.008771929824561403,0.043859649122807015,0.043859649122807015,0.008771929824561403,0.8947368421052632,NA,5.380952380952381
MF0006,0008,anger,0.4845360824742268,0.05154639175257732,0.010309278350515464,0.020618556701030927,0.17525773195876287,0.020618556701030927,0.23711340206185566,3.3333333333333335
MF0006,0008,disgust,0.28735632183908044,0.09195402298850575,0.011494252873563218,0.08045977011494253,0.1724137931034483,0.05747126436781609,0.2988505747126437,2.67032967032967
MF0006,0008,fear,0.4090909090909091,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.23863636363636365,0.011363636363636364,0.29545454545454547,2.3333333333333335
MF0006,0008,happiness,NA,0.010309278350515464,0.010309278350515464,0.9587628865979382,NA,NA,0.020618556701030927,4.4945054945054945
MF0006,0008,sadness,0.19767441860465115,0.05813953488372093,0.03488372093023256,0.023255813953488372,0.37209302325581395,0.046511627906976744,0.26744186046511625,3.320388349514563
MF0006,0008,surprise,0.2894736842105263,0.06140350877192982,0.043859649122807015,0.10526315789473684,0.13157894736842105,0.008771929824561403,0.35964912280701755,1.9047619047619047
MF0006,0009,anger,0.041237113402061855,0.041237113402061855,0.030927835051546393,0.38144329896907214,0.23711340206185566,0.030927835051546393,0.23711340206185566,2.130952380952381
MF0006,0009,disgust,0.011494252873563218,0.05747126436781609,0.034482758620689655,0.3218390804597701,0.3563218390804598,0.011494252873563218,0.20689655172413793,2.3846153846153846
MF0006,0009,fear,0.011363636363636364,0.06818181818181818,0.045454545454545456,0.20454545454545456,0.2727272727272727,NA,0.3977272727272727,2.2555555555555555
MF0006,0009,happiness,NA,NA,0.010309278350515464,0.979381443298969,NA,0.010309278350515464,NA,5.285714285714286
MF0006,0009,sadness,0.03488372093023256,0.046511627906976744,NA,0.13953488372093023,0.4418604651162791,0.011627906976744186,0.32558139534883723,3.7572815533980584
MF0006,0009,surprise,0.02631578947368421,0.03508771929824561,0.09649122807017543,0.16666666666666666,0.21929824561403508,0.14912280701754385,0.30701754385964913,1.9761904761904763
MF0006,0010,anger,0.7216494845360825,0.020618556701030927,0.030927835051546393,0.030927835051546393,0.14432989690721648,0.020618556701030927,0.030927835051546393,4.666666666666667
MF0006,0010,disgust,0.2413793103448276,0.4367816091954023,0.011494252873563218,0.11494252873563218,0.034482758620689655,0.011494252873563218,0.14942528735632185,3.879120879120879
MF0006,0010,fear,0.29545454545454547,0.07954545454545454,0.056818181818181816,0.03409090909090909,0.17045454545454544,0.011363636363636364,0.3522727272727273,2.1444444444444444
MF0006,0010,happiness,NA,NA,NA,0.979381443298969,NA,0.020618556701030927,NA,5.417582417582418
MF0006,0010,sadness,0.47674418604651164,0.046511627906976744,0.023255813953488372,NA,0.26744186046511625,0.011627906976744186,0.1744186046511628,3.495145631067961
MF0006,0010,surprise,NA,0.043859649122807015,0.03508771929824561,0.043859649122807015,0.017543859649122806,0.7456140350877193,0.11403508771929824,3.5357142857142856
MF0006,0011,anger,0.041237113402061855,0.041237113402061855,0.23711340206185566,NA,NA,0.6701030927835051,0.010309278350515464,3.6547619047619047
MF0006,0011,disgust,0.06896551724137931,0.25287356321839083,0.19540229885057472,0.011494252873563218,0.06896551724137931,0.3333333333333333,0.06896551724137931,3.7032967032967035
MF0006,0011,fear,NA,0.011363636363636364,0.11363636363636363,0.022727272727272728,0.011363636363636364,0.8295454545454546,0.011363636363636364,4.411111111111111
MF0006,0011,happiness,NA,0.010309278350515464,0.010309278350515464,0.979381443298969,NA,NA,NA,5.1208791208791204
MF0006,0011,sadness,0.05813953488372093,0.05813953488372093,0.13953488372093023,NA,0.46511627906976744,0.03488372093023256,0.2441860465116279,4.407766990291262
MF0006,0011,surprise,NA,0.008771929824561403,0.043859649122807015,NA,0.017543859649122806,0.8947368421052632,0.03508771929824561,4.642857142857143
MF0006,0012,anger,0.10309278350515463,0.041237113402061855,0.020618556701030927,0.10309278350515463,0.13402061855670103,0.010309278350515464,0.5876288659793815,2.4047619047619047
MF0006,0012,disgust,NA,0.42528735632183906,0.08045977011494253,0.1839080459770115,0.10344827586206896,0.12643678160919541,0.08045977011494253,3.923076923076923
