lab_id,model_id,std_ang,std_dis,std_fea,std_hap,std_neu,std_sad,std_sur,unstd_neu,age,ethnicity,ethnicity_rec,face_shape,face_shape-specific,gender,gender_rec,height,height_units,height_cm,weight,weight_units,weight_kg,makeup_blush,makeup_concealer,makeup_eyebrow,makeup_eyelashes,makeup_eyes,makeup_foundation,makeup_lips,makeup_permanent,makeup_semipermanent,memorable,dominant,attractive,trustworthy,gender-typical,attractive (unstd),trustworthy (unstd),dominant (unstd)
MF0013,0008,1,1,1,1,1,1,1,1,23,malaysian chinese,Asian,1,NA,female,female,165,cm,165,63,kg,63,1,1,1,1,1,1,1,1,1,3.9879518072289155,3.723404255319149,3.4705882352941178,4.292134831460674,4.870588235294117,3.892857142857143,4.840909090909091,3.6145833333333335
MF0013,0009,1,1,1,1,1,1,1,1,32,white,White,1,NA,male,male,186,cm,186,70,kg,70,1,1,1,1,1,1,1,1,1,4.349397590361446,4.553191489361702,3.0470588235294116,3.5842696629213484,5.517647058823529,2.7261904761904763,3.8863636363636362,3.78125
MF0013,0010,1,1,1,1,1,1,1,1,27,chinese-indian-malay mixed,Mixed,1,NA,f,female,160,cm,160,55,kg,55,1,1,1,1,1,1,1,1,1,4.373493975903615,3.425531914893617,3.0941176470588236,4.022471910112359,4.270588235294118,3.380952380952381,4.170454545454546,3.3125
MF0013,0011,1,1,1,1,1,1,1,1,40,white,White,1,NA,female,female,166,cm,166,80,kg,80,1,2,1,1,1,2,1,1,1,3.9156626506024095,4.095744680851064,2.4705882352941178,3.8202247191011236,4.964705882352941,2.7023809523809526,4.409090909090909,3.7291666666666665
MF0013,0012,0,0,0,1,1,0,0,1,21,chinese,Asian,1,N/A,female,female,158,cm,158,0,kg,NA,1,2,1,1,1,1,1,1,1,3.9518072289156625,3.4574468085106385,3.458823529411765,4.426966292134831,4.270588235294118,3.4285714285714284,4.590909090909091,3.34375
MF0014,0001,1,1,0,1,1,0,1,1,23,chinese,Asian,1,NA,female,female,162,cm,162,62,kg,62,1,1,1,1,1,1,1,1,1,4.144578313253012,3.797872340425532,3.9058823529411764,4.46067415730337,5.482352941176471,4.130952380952381,5.284090909090909,3.59375
MF0014,0002,1,1,0,1,1,1,1,1,22,chinese,Asian,1,NA,male,male,164,cm,164,64,kg,64,1,1,1,1,1,1,1,1,1,3.9036144578313254,3.74468085106383,2.552941176470588,3.539325842696629,5.094117647058823,2.5238095238095237,3.602272727272727,3.8645833333333335
MF0014,0003,1,0,0,1,1,1,1,1,28,chinese,Asian,1,NA,female,female,165,cm,165,53,kg,53,1,1,1,1,1,1,2,1,1,4.072289156626506,3.8297872340425534,3.623529411764706,4.49438202247191,5.3882352941176475,4.142857142857143,4.659090909090909,3.5
MF0014,0004,1,1,0,1,1,1,0,1,24,chinese,Asian,1,NA,male,male,181,cm,181,67,kg,67,1,1,1,1,1,1,1,1,1,4.108433734939759,4.085106382978723,2.223529411764706,2.7191011235955056,5.08235294117647,2.3095238095238093,3.625,3.8541666666666665
MF0014,0005,1,0,0,1,1,1,1,1,24,chinese,Asian,1,-,male,male,176,cm,176,60,kg,60,1,1,1,1,1,1,1,1,1,4.120481927710843,3.723404255319149,3.4,4.314606741573034,4.988235294117647,3.5714285714285716,4.238636363636363,3.8541666666666665
MF0014,0006,1,1,0,1,1,1,1,1,20,chinese,Asian,1,NA,male,male,170,cm,170,120,kg,120,1,1,1,1,1,1,1,1,1,4.301204819277109,3.7872340425531914,2.235294117647059,3.764044943820225,5.141176470588236,2.261904761904762,4.0227272727272725,3.4270833333333335
MF0014,0007,1,1,0,1,1,1,1,1,21,chinese,Asian,1,NA,male,male,185,cm,185,75,kg,75,1,1,1,1,1,1,1,1,1,4.180722891566265,4.340425531914893,3.364705882352941,3.640449438202247,5.4,3.380952380952381,3.5,4.09375
MF0014,0008,1,1,0,1,1,0,1,1,20,chinese,Asian,1,NA,female,female,172,cm,172,NA,NA,NA,1,1,1,1,1,1,1,1,1,4.156626506024097,3.351063829787234,2.7529411764705882,3.8764044943820224,4.4,2.488095238095238,4.511363636363637,2.71875
MF0014,0009,1,1,0,1,1,1,1,1,19,malaysian,Asian,1,NA,genderfluid (amab),non-binary,165,cm,165,59,kg,59,1,1,1,1,1,1,1,1,1,4.265060240963855,3.627659574468085,4.211764705882353,4.48314606741573,4.305882352941176,4,4.806818181818182,3.78125
MF0014,0010,1,0,0,1,1,1,0,1,27,chinese,Asian,1,NA,male,male,175,cm,175,70,kg,70,1,1,1,1,1,1,1,1,1,4.626506024096385,3.2872340425531914,2.635294117647059,3.955056179775281,5.1647058823529415,2.5357142857142856,4.363636363636363,3
MF0015,0001,1,1,1,1,1,1,1,1,39,south asian,Asian,1,n/a,male,male,178,cm,178,130,kg,130,1,1,1,1,1,1,1,1,1,5.036144578313253,4.8936170212765955,1.9529411764705882,2.662921348314607,5.482352941176471,1.880952380952381,3.034090909090909,4.729166666666667
MF0015,0002,1,1,1,1,1,1,1,1,20,chinese,Asian,1,-,female,female,163,cm,163,80,kg,80,1,1,1,1,1,1,1,1,1,3.9879518072289155,4.01063829787234,3.0470588235294116,4.224719101123595,4.670588235294118,3.2857142857142856,4.3977272727272725,4.125
MF0015,0003,1,1,1,1,1,1,1,1,21,chinese,Asian,1,NA,male,male,170,cm,170,86,kg,86,1,1,1,1,1,1,1,1,1,4.349397590361446,3.5319148936170213,2.235294117647059,3.797752808988764,4.894117647058824,2.369047619047619,3.9886363636363638,3.4270833333333335
MF0015,0004,1,1,1,1,1,1,1,1,21,chinese,Asian,1,NA,male,male,169,cm,169,102,kg,102,1,1,1,1,1,1,1,1,1,4.590361445783133,3.595744680851064,2.211764705882353,3.539325842696629,4.647058823529412,2.0714285714285716,3.7386363636363638,3.2604166666666665
MF0015,0005,1,1,1,1,1,1,1,1,20,chinese,Asian,1,NA,female,female,155,cm,155,50,kg,50,1,1,1,1,1,1,1,1,1,3.7590361445783134,3.75531914893617,3.023529411764706,3.853932584269663,4.176470588235294,2.9166666666666665,4.125,3.7395833333333335
MF0015,0006,1,1,1,1,1,1,1,0,45,hindu,Asian,1,nil,male,male,169,cm,169,89,kg,89,1,1,1,1,1,1,1,1,1,4.686746987951807,4.191489361702128,2.376470588235294,3.932584269662921,5.435294117647059,NA,NA,NA
MF0015,0007,1,1,1,1,1,1,1,1,20,chinese,Asian,1,NA,female,female,149,cm,149,53,kg,53,1,1,1,1,1,1,1,1,1,3.927710843373494,3.4468085106382977,2.976470588235294,3.853932584269663,4.988235294117647,3.130952380952381,4.306818181818182,3.6354166666666665
MF0015,0008,1,1,1,1,1,1,1,1,23,malaysian chinese,Asian,1,nil,male,male,176,cm,176,67,kg,67,1,1,1,1,1,1,1,1,1,4.120481927710843,4,3.6,4.235955056179775,5.352941176470588,3.357142857142857,4.284090909090909,3.5625
MF0015,0009,1,1,1,1,1,1,1,1,20,malaysian,Asian,1,NA,female,female,153,cm,153,54,kg,54,1,1,1,1,1,1,1,1,1,3.9759036144578315,3.5,3.976470588235294,4.46067415730337,5.023529411764706,3.6904761904761907,5.056818181818182,3.5520833333333335
MF0015,0010,1,1,1,1,1,1,1,1,22,chinese,Asian,1,NA,female,female,167,cm,167,52,kg,52,1,1,1,1,1,1,2,2,1,4.156626506024097,3.234042553191489,3.6705882352941175,4.876404494382022,5.035294117647059,3.988095238095238,4.840909090909091,3.0104166666666665
MF0015,0011,1,1,1,1,1,1,1,0,21,malaysia chinese,Asian,1,-,male,male,171,cm,171,63,kg,63,1,1,1,1,1,1,1,1,1,4.289156626506024,3.021276595744681,2.2,3.404494382022472,4.694117647058824,NA,NA,NA
MF0015,0012,1,1,1,1,1,1,1,1,21,malaysian chinese,Asian,1,NA,female,female,174,cm,174,58,kg,58,1,1,1,1,1,1,1,1,1,4.156626506024097,3.74468085106383,2.929411764705882,3.7191011235955056,4.788235294117647,3.1904761904761907,4.2272727272727275,3.6770833333333335
MF0015,0013,1,1,1,1,1,1,1,1,22,chinese,Asian,1,NA,female,female,165,cm,165,NA,NA,NA,1,1,1,1,1,1,1,1,1,3.963855421686747,3.24468085106383,3.411764705882353,4,4.847058823529411,3.6785714285714284,4.488636363636363,3.5104166666666665
MF0016,0001,1,1,1,1,1,1,1,1,23,ninguno,Abmiguous label,1,NA,mujer,female,170,cm,170,53,kg,53,1,1,1,1,1,1,1,1,1,4.469879518072289,3.404255319148936,3.1058823529411765,4.314606741573034,5.211764705882353,3.7023809523809526,4.579545454545454,3.5520833333333335
MF0016,0002,1,1,1,1,1,1,1,1,23,ninguno,Abmiguous label,1,NA,femenino,female,150,cm,150,50,kg,50,1,1,1,1,1,1,1,1,1,4.0602409638554215,3.7872340425531914,3.776470588235294,4.337078651685394,5.141176470588236,3.6666666666666665,4.818181818181818,3.4895833333333335
MF0016,0003,1,1,1,1,1,1,1,1,20,mexicana,Latine,1,NA,femenino,female,155,cm,155,45,kg,45,1,1,1,1,1,2,1,1,1,3.9036144578313254,3.765957446808511,3.1058823529411765,3.966292134831461,4.870588235294117,3.142857142857143,4.284090909090909,3.6354166666666665
MF0016,0004,1,1,1,1,1,1,1,1,24,mexicano,Latine,1,NA,mascãºlino,male,175,cm,175,89,kg,89,1,1,1,1,1,1,1,1,1,3.8795180722891565,4.425531914893617,2.976470588235294,3.6179775280898876,5.541176470588235,3.0476190476190474,3.9318181818181817,4.322916666666667
MF0016,0005,1,1,1,1,1,1,1,1,22,ninguno,Abmiguous label,1,NA,masculino,male,175,cm,175,68,kg,68,1,1,1,1,1,1,1,1,1,3.927710843373494,3.872340425531915,3.388235294117647,4.01123595505618,5.329411764705882,3.357142857142857,4.261363636363637,3.5520833333333335
MF0016,0006,1,1,1,1,1,1,1,1,22,latino,Latine,2,Ortodoncia,masculino,male,179,cm,179,71,kg,71,2,1,1,1,1,1,1,1,1,4.036144578313253,3.765957446808511,3.164705882352941,3.8202247191011236,4.9411764705882355,2.8095238095238093,3.534090909090909,3.7291666666666665
MF0016,0007,1,1,1,1,1,1,1,1,22,ninguno,Abmiguous label,2,ME FRACTURÃ‰ EL TABIQUE DE LA NARIZ,femenino,female,152,cm,152,46,kg,46,1,1,1,1,1,1,1,1,1,3.7590361445783134,3.3191489361702127,2.7058823529411766,3.865168539325843,4.5058823529411764,2.7142857142857144,4.170454545454546,3.0729166666666665
MF0016,0008,1,1,1,1,1,1,1,1,48,mexicana,Latine,1,NA,mujer,female,162,cm,162,63,kg,63,2,2,1,1,1,2,1,1,1,3.5060240963855422,4.319148936170213,2.788235294117647,3.865168539325843,4.752941176470588,3,3.75,4.072916666666667
MF0016,0009,1,1,1,1,1,1,1,1,28,latino,Latine,1,NA,masculino,male,163,cm,163,56,kg,56,1,1,1,1,1,1,1,1,1,3.9879518072289155,4.51063829787234,3.5294117647058822,3.9101123595505616,5.1647058823529415,3.238095238095238,3.8068181818181817,3.9791666666666665
MF0016,0010,1,1,1,1,1,1,1,1,21,ninguno,Abmiguous label,1,NA,femenino,female,156,cm,156,60,kg,60,1,1,1,1,1,1,1,1,1,3.8313253012048194,4.191489361702128,3.0941176470588236,3.460674157303371,4.023529411764706,2.988095238095238,4.1477272727272725,3.7708333333333335
MF0017,0004,1,1,1,1,1,1,1,1,18,caucasian,White,1,NA,male,male,174,cm,174,74,kg,74,1,1,1,1,1,1,1,1,1,4.108433734939759,3.978723404255319,4.152941176470589,4.629213483146067,5.658823529411765,4.130952380952381,4.420454545454546,3.8229166666666665
MF0017,0005,1,1,1,1,1,1,1,1,20,eastern european,White,1,NA,female,female,168,cm,168,53,kg,53,1,1,1,1,1,1,1,1,1,4.216867469879518,3.8297872340425534,4.364705882352941,4.797752808988764,5.3882352941176475,4.238095238095238,4.659090909090909,4.041666666666667
MF0017,0006,1,1,1,1,1,1,1,1,35,south american,Latine,1,NA,female,female,160,cm,160,50,kg,50,2,2,1,1,2,2,2,1,1,3.927710843373494,3.5425531914893615,3.8117647058823527,4.53932584269663,4.858823529411764,4.464285714285714,5.0227272727272725,4.291666666666667
MF0017,0007,0,0,0,0,1,0,0,1,24,dutch,White,1,NA,male,male,181,cm,181,82,kg,82,1,1,1,1,1,1,1,1,1,3.746987951807229,3.882978723404255,3.6470588235294117,4,5.2,3.7738095238095237,4.090909090909091,3.5833333333333335
MF0017,0008,1,1,1,1,1,1,1,1,23,white,White,1,NA,male,male,184,cm,184,62,kg,62,1,1,1,1,1,1,1,1,1,4.144578313253012,4.117021276595745,3.1294117647058823,4,5.4941176470588236,3.3333333333333335,3.875,3.9791666666666665
MF0017,0009,1,1,1,1,1,0,0,1,18,turkish,Middle Eastern or North African (MENA),1,No,female,female,170,cm,170,60,kg,60,1,1,1,1,2,1,1,1,1,4.096385542168675,3.9468085106382977,3.847058823529412,4.359550561797753,4.988235294117647,4.380952380952381,4.670454545454546,4.614583333333333
MF0017,0010,0,0,0,0,1,0,0,1,19,white,White,2,Orthodontic work to bring teeth forward\n,male,male,186,cm,186,105,kg,105,1,1,1,1,1,1,1,1,1,4.180722891566265,3.6808510638297873,2.5294117647058822,3.8764044943820224,4.482352941176471,2.4285714285714284,3.75,3.8541666666666665
MF0017,0011,0,0,0,0,1,0,0,1,18,white,White,2,I have had braces in the past,female,female,62,in,157.48,135,lb,61.235042773811365,1,1,1,1,1,1,1,1,1,4.144578313253012,3.617021276595745,4.211764705882353,5.067415730337078,5.094117647058823,4.404761904761905,4.965909090909091,3.625
MF0017,0013,0,0,0,0,1,0,0,1,19,croatian,White,1,NA,female,female,163,cm,163,66,kg,66,1,1,1,1,1,1,1,1,1,4.301204819277109,3.3085106382978724,4.08235294117647,4.719101123595506,5.152941176470589,4.142857142857143,5.0227272727272725,3.6458333333333335
MF0018,0001,1,1,1,1,1,1,1,1,22,serbian,White,1,NA,m,male,183,cm,183,85,kg,85,1,1,1,1,1,1,1,1,1,3.9518072289156625,4.425531914893617,4.070588235294117,4.314606741573034,5.952941176470588,3.8333333333333335,4.454545454545454,4.25
MF0018,0002,1,1,1,1,1,1,1,1,22,serbian,White,2,scar on forehead\n,f,female,172,cm,172,60,kg,60,1,1,1,1,1,1,1,1,1,3.9879518072289155,3.595744680851064,3.623529411764706,4.393258426966292,5.152941176470589,4.678571428571429,4.6022727272727275,3.7708333333333335
MF0018,0003,1,1,1,1,1,1,1,1,23,serbian,White,1,NA,f,female,164,cm,164,56,kg,56,1,1,1,1,1,1,1,1,1,3.8795180722891565,4.329787234042553,4.552941176470588,4.865168539325842,5.3764705882352946,3.857142857142857,4.6022727272727275,4.145833333333333
MF0018,0004,1,1,1,1,1,1,1,1,23,serbian,White,1,NA,f,female,173,cm,173,87,kg,87,1,1,1,1,1,1,1,1,1,3.6987951807228914,4.148936170212766,3.6823529411764704,4.50561797752809,4.952941176470588,3.8452380952380953,4.534090909090909,4.0625
MF0018,0005,1,1,1,1,1,1,1,1,29,serbian,White,1,NA,f,female,169,cm,169,54,kg,54,1,1,1,1,1,1,1,1,1,4.27710843373494,3.5106382978723403,4.270588235294118,5.101123595505618,5.258823529411765,4.083333333333333,4.75,4.177083333333333
MF0018,0006,1,1,1,1,1,1,1,1,33,serbian,White,1,NA,m,male,187,cm,187,92,kg,92,1,1,1,1,1,1,1,1,1,4.096385542168675,5.053191489361702,3.541176470588235,3.797752808988764,5.8,3.2738095238095237,3.477272727272727,4.875
MF0018,0007,1,1,1,1,1,1,1,1,33,serbian,White,1,NA,f,female,173,cm,173,73,kg,73,1,1,1,1,1,1,1,1,1,3.5903614457831323,4.468085106382978,3.5058823529411764,4.157303370786517,4.870588235294117,3.75,4.125,4.458333333333333
MF0018,0008,1,1,1,1,1,1,1,1,37,serbian,White,1,NA,m,male,190,cm,190,72,kg,72,1,1,1,1,1,1,1,1,1,4.108433734939759,5.0638297872340425,3.6588235294117646,3.5280898876404496,5.694117647058824,3.0952380952380953,3.3295454545454546,4.8125
MF0018,0009,1,1,1,1,1,1,1,0,26,serbian,White,1,NA,f,female,159,cm,159,54,kg,54,1,1,1,1,1,1,1,2,1,3.7710843373493974,3.925531914893617,3.5647058823529414,4.46067415730337,4.847058823529411,NA,NA,NA
MF0018,0010,1,1,1,1,1,1,1,1,27,serbian,White,1,NA,f,female,175,cm,175,58,kg,58,1,1,1,1,1,1,1,1,1,3.9036144578313254,4.085106382978723,3.835294117647059,4.382022471910112,5.3882352941176475,3.6904761904761907,4.318181818181818,3.7395833333333335
MF0018,0011,1,1,1,1,1,1,1,1,22,serbian,White,1,NA,m,male,170,cm,170,80,kg,80,1,1,1,1,1,1,1,1,1,4.228915662650603,4.223404255319149,2.9058823529411764,3.932584269662921,5.470588235294118,3.0238095238095237,4.238636363636363,3.9583333333333335
MF0021,0001,1,1,1,1,1,1,1,1,25,romanian,White,1,NA,f,female,161,cm,161,54,kg,54,1,1,1,1,1,1,1,1,1,4.036144578313253,3.4468085106382977,4.176470588235294,4.921348314606742,5.352941176470588,4.261904761904762,4.693181818181818,3.3125
MF0021,0002,1,1,1,1,1,1,1,1,23,pakistani,Asian,2,Nose operation,female,female,150,cm,150,55,kg,55,1,1,1,1,1,1,1,1,1,4.891566265060241,3.265957446808511,2.4235294117647057,4.022471910112359,4.517647058823529,2.3095238095238093,4.011363636363637,3.09375
MF0021,0003,0,0,0,1,1,0,0,1,21,white - other,White,1,NA,female,female,165,cm,165,65,kg,65,1,1,1,1,1,1,1,1,1,3.9759036144578315,3.404255319148936,3.0588235294117645,4.651685393258427,5.152941176470589,2.8333333333333335,4.465909090909091,3.6041666666666665
MF0021,0004,1,1,1,1,1,1,1,1,20,pakistani,Asian,1,NA,male,male,170,cm,170,71,kg,71,1,1,1,1,1,1,1,1,1,4.554216867469879,4.73404255319149,3.8,4.134831460674158,5.91764705882353,3.8214285714285716,3.8068181818181817,4.552083333333333
MF0021,0005,0,0,0,1,1,1,1,1,19,indian,Asian,1,NA,female,female,153,cm,153,50,kg,50,1,1,1,1,1,1,1,1,1,4.373493975903615,3.7127659574468086,2.823529411764706,3.7865168539325844,4.588235294117647,2.9642857142857144,4.215909090909091,3.6979166666666665
MF0021,0006,1,1,1,1,1,1,1,1,19,indian,Asian,1,NA,female,female,169,cm,169,65,kg,65,1,1,1,1,1,1,1,1,1,4.0120481927710845,3.4468085106382977,3.2470588235294118,4.325842696629214,5.094117647058823,3.4523809523809526,4.511363636363637,3.5625
MF0021,0007,1,1,1,1,1,1,1,1,20,indian,Asian,1,NA,female,female,160,cm,160,63,kg,63,1,1,1,1,1,1,1,1,1,4,3.4574468085106385,3.3176470588235296,4.382022471910112,4.9411764705882355,3.392857142857143,4.1477272727272725,3.6770833333333335
MF0021,0008,1,1,1,1,1,1,1,1,20,british indian,Asian,1,NA,male,male,177,cm,177,60,kg,60,1,1,1,1,1,1,1,1,1,4.096385542168675,3.478723404255319,3.847058823529412,4.146067415730337,5.141176470588236,3.392857142857143,3.647727272727273,3.96875
MF0021,0009,1,1,1,1,1,1,1,1,32,black,Black,1,NA,male,male,180,cm,180,95,kg,95,1,1,1,1,1,1,1,1,1,4.674698795180723,3.9893617021276597,3.223529411764706,4.191011235955056,5.705882352941177,3.630952380952381,4.8522727272727275,3.875
MF0021,0010,1,1,1,1,1,1,1,1,19,indian,Asian,1,NA,male,male,68,in,172.72,61,kg,61,1,1,1,1,1,1,1,1,1,4.409638554216867,3.904255319148936,3.376470588235294,4.449438202247191,5.694117647058824,3.0476190476190474,4.261363636363637,3.6145833333333335
MF0022,0001,0,0,0,1,1,0,0,1,36,white british,White,1,NA,m,male,185,cm,185,85,kg,85,1,1,1,1,1,1,1,1,1,4.265060240963855,3.9574468085106385,4.529411764705882,4.674157303370786,5.894117647058824,4.107142857142857,4.988636363636363,3.5208333333333335
MF0022,0002,0,0,0,1,1,0,0,1,24,white,White,1,NA,female,female,178,cm,178,85,kg,85,1,1,1,1,2,1,1,1,1,4.120481927710843,3.978723404255319,3.3176470588235296,4.337078651685394,5.2,3.2857142857142856,4.034090909090909,4.166666666666667
MF0022,0003,0,0,0,1,1,0,0,1,20,asian (indian),Asian,1,NA,female,female,158,cm,158,60,kg,60,1,1,1,1,1,1,1,1,1,4.481927710843373,3.6808510638297873,2.611764705882353,3.5730337078651684,4.352941176470588,2.8214285714285716,3.647727272727273,3.8020833333333335
MF0022,0004,0,0,0,1,1,0,0,1,25,white british,White,1,NA,non-binary,non-binary,173,cm,173,70,kg,70,1,1,1,1,1,1,1,1,1,3.9879518072289155,3.904255319148936,3.8,4.52808988764045,4.141176470588236,3.5357142857142856,4,3.84375
MF0022,0005,0,0,0,1,1,0,0,1,31,white british,White,2,Broken Nose,male,male,183,cm,183,93,kg,93,1,1,1,1,1,1,1,1,1,4.240963855421687,4.148936170212766,4.670588235294118,5.067415730337078,5.858823529411764,4.511904761904762,5.215909090909091,4.03125
MF0022,0006,0,0,0,1,1,0,0,1,19,hispanic,Latine,1,NA,male,male,171,cm,171,54,kg,54,1,1,1,1,1,1,1,1,1,3.9156626506024095,4.212765957446808,3.6705882352941175,4.235955056179775,5.458823529411765,3.1904761904761907,4.8522727272727275,3.2916666666666665
MF0022,0007,0,0,0,1,1,0,0,1,24,white british,White,1,NA,non-binary,non-binary,170,cm,170,69,kg,69,1,2,2,1,2,1,1,1,1,4.783132530120482,3.5851063829787235,4.670588235294118,4.730337078651686,5.3764705882352946,4.035714285714286,4.681818181818182,3.78125
MF0022,0008,0,0,0,1,1,0,0,1,20,white british,White,2,Braces to correct overbite,male,male,175,cm,175,62,kg,62,1,1,1,1,1,1,1,1,1,3.8433734939759034,4.0212765957446805,3.5058823529411764,3.966292134831461,4.8,3.142857142857143,4.079545454545454,4.083333333333333
MF0022,0009,0,0,0,1,1,0,0,1,34,white british,White,2,Broken Nose,male,male,173,cm,173,69,kg,69,1,1,1,1,1,1,1,1,1,4.0843373493975905,4.5,3.8117647058823527,4.269662921348314,5.670588235294118,3.7023809523809526,4.6477272727272725,4.291666666666667
MF0022,0010,0,0,0,1,1,0,0,1,20,mixed white & asian,Mixed,1,NA,female,female,173,cm,173,63,kg,63,1,1,1,1,1,1,1,1,1,4.216867469879518,4.159574468085107,4.2,4.662921348314606,5.541176470588235,4.011904761904762,4.738636363636363,3.78125
MF0023,0001,1,1,1,1,1,1,1,1,37,british white,White,1,N/A,female,female,164,cm,164,97,kg,97,2,1,1,1,2,2,2,1,2,4.096385542168675,3.925531914893617,3.0823529411764707,4.044943820224719,4.964705882352941,3.3214285714285716,4.2727272727272725,4.395833333333333
MF0023,0002,1,1,1,1,1,1,1,1,29,white britisg,White,1,N/A,female,female,157,cm,157,70,kg,70,2,2,2,1,2,2,1,1,1,4.036144578313253,3.6702127659574466,3.3176470588235296,4.617977528089888,5.035294117647059,3.7261904761904763,4.909090909090909,3.71875
MF0023,0003,1,1,1,1,1,1,1,1,28,british,White,1,n/a,female,female,171,cm,171,87,kg,87,1,1,1,1,1,1,1,1,1,4.156626506024097,3.5,3.3176470588235296,4.629213483146067,4.3882352941176475,3.2142857142857144,4.6022727272727275,3.625
MF0023,0004,1,1,1,1,1,1,1,1,37,white british,White,1,NA,female,female,170,cm,170,65,kg,65,1,1,1,1,1,1,1,1,1,3.9036144578313254,4.085106382978723,3.6588235294117646,4.50561797752809,4.894117647058824,3.738095238095238,4.738636363636363,4.1875
MF0023,0005,1,1,1,1,1,1,1,1,61,mix white/black,Mixed,1,NA,male,male,182,cm,182,108,kg,108,1,1,1,1,1,1,1,1,1,4.457831325301205,5.0212765957446805,2.8941176470588235,3.707865168539326,5.952941176470588,3.107142857142857,3.840909090909091,5.114583333333333
MF0023,0006,1,1,1,1,1,1,1,0,25,indian,Asian,1,NA,male,male,178,cm,178,83,kg,83,1,1,1,1,1,1,1,1,1,4.710843373493976,4.553191489361702,3.929411764705882,4.078651685393258,5.91764705882353,NA,NA,NA
MF0023,0007,1,1,1,1,1,1,1,1,33,middle eastern,Middle Eastern or North African (MENA),1,NA,female,female,162,cm,162,59,kg,59,1,1,1,1,2,2,1,1,1,3.927710843373494,3.9148936170212765,3.976470588235294,4.741573033707865,5.294117647058823,4.321428571428571,5.1022727272727275,3.9583333333333335
MF0023,0008,1,1,1,1,1,1,1,1,28,arab,Middle Eastern or North African (MENA),2,Orthodontic work,female,female,164,cm,164,50,kg,50,1,1,1,1,1,1,1,2,1,4.144578313253012,3.7872340425531914,4.011764705882353,4.786516853932584,5.105882352941176,4.0476190476190474,4.738636363636363,3.875
MF0023,0009,1,1,1,1,1,1,1,1,39,white-french,White,1,NA,male,male,190,cm,190,82,kg,82,1,1,1,1,1,1,1,1,1,3.9879518072289155,4.457446808510638,2.8588235294117648,3.966292134831461,5.8352941176470585,3.2738095238095237,4.25,4.09375
MF0023,0010,1,1,1,1,1,1,1,1,29,latino,Latine,1,n/a,male,male,174,cm,174,78,kg,78,1,1,1,1,1,1,1,1,1,4.144578313253012,3.904255319148936,2.6705882352941175,3.3707865168539324,5.305882352941176,2.5833333333333335,3.6704545454545454,3.96875
MF0024,0001,1,1,1,1,1,1,1,1,48,white european,White,1,no,trans woman,female,179,cm,179,88,kg,88,1,1,1,1,1,1,1,1,1,3.602409638554217,4.585106382978723,2.776470588235294,3.5168539325842696,4.317647058823529,2.6904761904761907,3.6363636363636362,4.322916666666667
MF0024,0002,1,1,1,1,1,1,1,1,55,white british,White,1,.,female,female,164,cm,164,80,kg,80,2,2,2,1,2,2,1,1,1,3.855421686746988,3.7872340425531914,3.0470588235294116,4.370786516853933,5.129411764705883,3.357142857142857,4.738636363636363,4.458333333333333
MF0024,0003,1,1,1,1,1,1,1,1,26,white,White,1,NA,female,female,163,cm,163,60,kg,60,NA,NA,2,NA,2,NA,NA,NA,NA,4.313253012048193,3.8404255319148937,4.470588235294118,4.53932584269663,5.3882352941176475,4.2976190476190474,4.261363636363637,3.8958333333333335
MF0024,0004,1,1,1,1,1,1,1,1,29,white british,White,1,NA,male,male,191,cm,191,83,kg,83,1,1,1,1,1,1,1,1,1,4.156626506024097,4.24468085106383,3.1882352941176473,4.202247191011236,5.8,2.9523809523809526,4.420454545454546,3.8229166666666665
MF0024,0005,1,1,1,1,1,1,1,1,23,white,White,1,NA,female,female,167,cm,167,107,kg,107,1,1,1,1,1,1,1,1,1,4.096385542168675,3.202127659574468,3.3529411764705883,4.561797752808989,4.764705882352941,3.3452380952380953,4.136363636363637,3.3020833333333335
MF0024,0006,1,1,1,1,1,1,1,1,23,white,White,1,NA,female,female,163,cm,163,54,kg,54,1,1,1,1,1,1,1,1,1,3.9879518072289155,4.308510638297872,3.8705882352941177,4.280898876404494,5.117647058823529,3.75,4.443181818181818,3.8125
MF0024,0007,1,1,1,1,1,1,1,1,29,asian,Asian,1,n/a,male,male,174,cm,174,74,kg,74,1,1,1,1,1,1,1,1,1,3.9156626506024095,3.776595744680851,3.3294117647058825,4.269662921348314,5.447058823529412,3.142857142857143,4.329545454545454,3.5625
MF0024,0008,1,1,1,1,1,1,1,1,20,white-scottish,White,1,NA,male,male,180,cm,180,65,kg,65,1,1,1,1,1,1,1,1,1,4.397590361445783,3.9574468085106385,2.7176470588235295,3.6853932584269664,5.247058823529412,2.9642857142857144,3.3068181818181817,3.6666666666666665
MF0024,0009,1,1,1,1,1,1,1,1,22,jewish,Abmiguous label,1,NA,male,male,187,cm,187,84,kg,84,1,1,1,1,1,1,1,1,1,3.963855421686747,4.414893617021277,3.1882352941176473,3.8876404494382024,5.482352941176471,3.0833333333333335,4.318181818181818,4.145833333333333
MF0024,0010,1,1,1,1,1,1,1,1,44,white scottish,White,1,NA,f,female,165,cm,165,55,kg,55,1,1,1,1,1,1,1,1,1,4.048192771084337,4.053191489361702,3.4235294117647057,4.134831460674158,5.023529411764706,3.5238095238095237,4.090909090909091,4.28125
