session_id,endtime,gender,age,residence,ethnicity,ethnicity_rec,device,try
156188,2025-05-06T14:34:31Z,male,22,ZA,black,Black,laptop,2
156189,2025-05-06T14:40:50Z,male,29,ZA,black,Black,phone,2
156190,2025-05-06T14:30:35Z,female,32,ZA,coloured,Black,laptop,2
156191,2025-05-06T14:48:35Z,female,28,ZA,black,Black,phone,2
156192,2025-05-06T14:32:44Z,female,20,ZA,black,Black,phone,2
156193,2025-05-06T14:32:15Z,male,32,SI,white,White,laptop,2
156195,2025-05-06T14:35:13Z,female,30,ZA,black,Black,phone,2
156196,2025-05-06T14:39:22Z,male,28,ZA,black,Black,tablet,2
156198,2025-05-06T14:32:52Z,male,31,GB,white,White,laptop,2
156201,2025-05-06T14:36:02Z,male,42,PL,white,White,desktop,2
156202,2025-05-06T14:31:56Z,male,25,ZA,black,Black,desktop,2
156203,2025-05-06T14:33:20Z,male,25,GB,black,Black,laptop,2
156204,2025-05-06T14:41:24Z,male,22,ZA,black/african,Black,laptop,2
156206,2025-05-06T14:36:35Z,male,30,US,caucasian,White,laptop,2
156207,2025-05-06T14:42:11Z,male,29,GB,white,White,laptop,2
156208,2025-05-06T14:42:40Z,female,20,GB,black,Black,laptop,2
156210,2025-05-06T14:41:18Z,female,35,ZA,indian,Asian,desktop,2
156211,2025-05-06T14:41:37Z,female,26,ZA,african,Black,desktop,2
156212,2025-05-06T14:42:33Z,male,44,GB,white,White,desktop,2
156214,2025-05-06T14:32:13Z,male,47,ZA,black,Black,phone,2
156215,2025-05-06T14:42:49Z,male,60,GB,white,White,phone,2
156216,2025-05-06T14:43:12Z,male,37,GB,white - british,White,laptop,2
156218,2025-05-06T14:39:32Z,male,31,ZA,black,Black,laptop,2
156220,2025-05-06T14:51:24Z,male,27,GB,black,Black,laptop,2
156221,2025-05-06T14:45:37Z,female,42,ZA,black,Black,phone,2
156222,2025-05-06T14:39:54Z,male,19,ZA,black/african,Black,laptop,2
156224,2025-05-06T14:56:37Z,male,27,ZA,black,Black,laptop,2
156225,2025-05-06T14:48:25Z,female,30,ZA,black,Black,laptop,2
156226,2025-05-06T14:50:11Z,male,22,ZA,black,Black,phone,2
156228,2025-05-06T14:38:28Z,female,32,ZA,black,Black,phone,2
156229,2025-05-06T14:42:55Z,male,24,KE,black: african american,Black,laptop,2
156233,2025-05-06T14:46:29Z,male,43,ZA,black,Black,laptop,2
156234,2025-05-06T14:41:26Z,female,21,ZA,black,Black,laptop,2
156235,2025-05-06T14:44:48Z,female,50,ZA,black,Black,desktop,2
156236,2025-05-06T14:38:38Z,female,26,ZA,black,Black,phone,2
156237,2025-05-06T14:43:39Z,female,35,ZA,black,Black,phone,2
156238,2025-05-06T14:53:48Z,male,26,ZA,black,Black,laptop,2
156240,2025-05-06T14:46:44Z,female,24,US,white,White,desktop,2
156241,2025-05-06T14:43:39Z,female,49,ZA,black,Black,phone,2
156242,2025-05-06T14:37:51Z,female,47,ZA,african,Black,phone,2
156247,2025-05-06T14:46:42Z,female,25,ZA,black,Black,desktop,2
156248,2025-05-06T14:45:15Z,female,24,DE,white european,White,desktop,2
156251,2025-05-06T14:56:58Z,female,26,ZA,black,Black,phone,2
156252,2025-05-06T14:40:16Z,male,39,GB,white,White,laptop,2
156253,2025-05-06T14:52:29Z,male,31,ZA,african,Black,phone,2
156254,2025-05-06T14:42:27Z,male,37,ZA,black,Black,phone,2
156255,2025-05-06T14:42:33Z,male,40,ZA,african,Black,desktop,2
156256,2025-05-06T15:02:01Z,male,32,ZA,black,Black,phone,2
156258,2025-05-06T15:08:13Z,male,47,ZA,black,Black,phone,2
156260,2025-05-06T14:39:43Z,female,37,ZA,black,Black,phone,2
156261,2025-05-06T14:47:42Z,female,23,ZA,black,Black,phone,2
156262,2025-05-06T15:07:14Z,male,30,CA,caucasian,White,desktop,2
156263,2025-05-06T14:50:05Z,male,45,BR,white,White,laptop,2
156264,2025-05-06T14:45:57Z,male,23,ZA,black,Black,desktop,2
156266,2025-05-06T14:48:07Z,female,65,US,white,White,desktop,2
156267,2025-05-06T15:12:48Z,male,23,ZA,black,Black,laptop,2
156268,2025-05-06T14:59:14Z,female,35,ZA,black,Black,laptop,2
156269,2025-05-06T15:05:33Z,male,40,ZA,black,Black,laptop,2
156270,2025-05-06T14:43:02Z,male,20,PL,white,White,desktop,2
156273,2025-05-06T14:49:49Z,female,26,ZA,black,Black,laptop,2
156274,2025-05-06T14:49:37Z,female,50,US,caucasian,White,phone,2
156277,2025-05-06T14:47:30Z,male,31,ZA,black,Black,tablet,2
156280,2025-05-06T14:52:42Z,male,29,PL,white,White,desktop,2
156281,2025-05-06T14:46:51Z,male,30,ZA,african,Black,phone,2
156283,2025-05-06T14:56:27Z,female,44,ZA,african,Black,phone,2
156285,2025-05-06T14:52:00Z,female,32,ZA,black,Black,phone,2
156286,2025-05-06T14:52:17Z,female,56,ZA,black,Black,phone,2
156287,2025-05-06T14:49:09Z,male,27,PT,caucasian,White,desktop,2
156289,2025-05-06T14:54:27Z,female,24,ZA,black,Black,phone,2
156291,2025-05-06T14:55:15Z,female,50,ZA,black,Black,phone,2
156292,2025-05-06T14:51:02Z,female,46,ZA,mixed,Mixed,phone,2
156293,2025-05-06T14:50:50Z,female,65,US,white,White,desktop,2
156295,2025-05-06T14:55:24Z,female,24,ZA,african,Black,laptop,2
156298,2025-05-06T14:51:12Z,male,24,CN,asian,Asian,laptop,2
156299,2025-05-06T14:53:22Z,female,58,ZA,african,Black,tablet,2
156300,2025-05-06T14:54:05Z,female,37,ZA,black,Black,tablet,2
156301,2025-05-06T14:51:37Z,female,54,GR,greek,White,desktop,2
156302,2025-05-06T14:51:46Z,male,19,GB,welsh,White,desktop,2
156303,2025-05-06T14:53:11Z,female,56,ZA,black,Black,laptop,2
156304,2025-05-06T14:49:45Z,male,47,ZA,black,Black,phone,2
156305,2025-05-06T14:51:22Z,female,75,GB,white,White,desktop,2
156306,2025-05-06T14:56:05Z,female,30,ZA,black,Black,phone,2
156307,2025-05-06T14:49:09Z,female,60,ZA,black,Black,desktop,2
156308,2025-05-06T14:54:09Z,male,30,ZA,black,Black,laptop,2
156309,2025-05-06T15:11:02Z,male,61,PT,white,White,desktop,2
156310,2025-05-06T14:59:05Z,female,39,ZA,black,Black,phone,2
156312,2025-05-06T15:00:00Z,female,23,ZA,black,Black,phone,2
156313,2025-05-06T14:55:13Z,female,28,ZA,black,Black,desktop,2
156314,2025-05-06T14:52:55Z,male,52,PT,caucasian,White,desktop,2
156317,2025-05-06T14:54:04Z,male,32,ZA,asian,Asian,laptop,2
156318,2025-05-06T14:53:15Z,female,23,ZA,black,Black,desktop,2
156319,2025-05-06T14:56:26Z,male,20,ZA,hispanic,Latine,desktop,2
156320,2025-05-06T14:56:04Z,female,53,ZA,african,Black,desktop,2
156322,2025-05-06T15:00:55Z,male,29,ZA,black,Black,desktop,2
156324,2025-05-06T15:14:50Z,female,57,ZA,black,Black,phone,2
156327,2025-05-06T15:03:04Z,male,39,GB,white,White,phone,2
156328,2025-05-06T15:19:01Z,female,26,ZA,black,Black,phone,2
156329,2025-05-06T14:55:57Z,male,28,ZA,black,Black,phone,2
156330,2025-05-06T15:16:06Z,male,55,GB,white,White,laptop,2
156331,2025-05-06T15:00:42Z,female,25,ZA,black,Black,desktop,2
156332,2025-05-06T14:57:54Z,male,40,US,white,White,laptop,2
156333,2025-05-06T14:57:18Z,male,27,ZA,black,Black,laptop,2
156334,2025-05-06T15:06:15Z,male,32,ZA,black,Black,tablet,2
156335,2025-05-06T14:54:53Z,female,26,ZA,black,Black,laptop,2
156337,2025-05-06T15:49:58Z,male,35,ES,white,White,laptop,2
156338,2025-05-06T15:00:14Z,male,33,US,caucasian,White,desktop,2
156339,2025-05-06T15:14:41Z,male,30,ZA,black,Black,phone,2
156341,2025-05-06T15:05:13Z,male,23,ZA,black,Black,laptop,2
156342,2025-05-06T15:17:25Z,female,22,ZA,black,Black,desktop,2
156343,2025-05-06T15:05:31Z,male,34,US,white,White,desktop,2
156344,2025-05-06T14:56:07Z,male,19,ES,spanish,White,desktop,2
156346,2025-05-06T15:07:12Z,male,34,ZA,black,Black,laptop,2
156347,2025-05-06T14:58:47Z,female,21,ZA,black,Black,laptop,2
156348,2025-05-06T15:06:45Z,female,24,PT,white,White,desktop,2
156349,2025-05-06T15:07:18Z,male,26,ZA,african,Black,phone,2
156350,2025-05-06T14:55:33Z,male,38,GB,asian,Asian,laptop,2
156352,2025-05-06T15:09:08Z,female,59,ZA,african,Black,laptop,2
156353,2025-05-06T15:11:20Z,female,31,ZA,black,Black,laptop,2
156354,2025-05-06T15:20:57Z,male,58,ZA,black,Black,laptop,2
156356,2025-05-06T15:10:39Z,female,36,ZA,black,Black,phone,2
156357,2025-05-06T15:17:50Z,male,32,ZA,black,Black,laptop,2
156358,2025-05-06T15:01:11Z,female,43,ZA,black,Black,phone,2
156359,2025-05-06T15:00:40Z,male,27,ZA,black,Black,desktop,2
156360,2025-05-06T15:00:31Z,male,28,ZA,black,Black,laptop,2
156361,2025-05-06T15:07:57Z,female,29,ZA,black,Black,laptop,2
156362,2025-05-06T15:05:32Z,male,33,ZA,black,Black,phone,2
156363,2025-05-06T15:08:06Z,male,26,ZA,black,Black,phone,2
156364,2025-05-06T15:01:16Z,female,24,ZA,black,Black,phone,2
156365,2025-05-06T15:06:38Z,male,22,ZA,black,Black,laptop,2
156366,2025-05-06T15:03:08Z,female,23,US,white,White,laptop,2
156367,2025-05-06T15:02:06Z,female,30,ZA,black,Black,phone,2
156368,2025-05-06T14:58:22Z,female,30,ZA,black,Black,phone,2
156369,2025-05-06T15:01:26Z,male,26,ZA,black,Black,phone,2
156370,2025-05-06T15:02:54Z,female,20,ZA,black,Black,phone,2
156371,2025-05-06T15:02:42Z,female,28,ZA,white,White,desktop,2
156372,2025-05-06T15:04:52Z,male,29,PL,white,White,desktop,2
156375,2025-05-06T15:01:59Z,female,32,ZA,black,Black,tablet,2
156376,2025-05-06T15:01:06Z,male,28,ZA,black,Black,tablet,2
156377,2025-05-06T15:07:13Z,female,27,ZA,black,Black,laptop,2
156378,2025-05-06T14:59:52Z,female,32,GB,white british,White,laptop,2
156379,2025-05-06T15:03:41Z,male,25,US,white,White,laptop,2
156380,2025-05-06T15:08:17Z,male,19,ZA,black,Black,desktop,2
156381,2025-05-06T15:16:12Z,male,21,ZA,black,Black,laptop,2
156382,2025-05-06T15:09:34Z,female,54,ZA,black,Black,desktop,2
156383,2025-05-06T15:06:22Z,male,39,GB,white,White,laptop,2
156384,2025-05-06T15:04:02Z,male,30,ZA,black,Black,desktop,2
156385,2025-05-06T15:19:00Z,male,31,ZA,black,Black,phone,2
156386,2025-05-06T15:05:01Z,male,26,ZA,black,Black,phone,2
156387,2025-05-06T15:10:53Z,female,50,ZA,african,Black,phone,2
156388,2025-05-06T15:06:21Z,female,30,KE,black,Black,phone,2
156389,2025-05-06T15:03:13Z,female,31,ZA,black,Black,phone,2
156390,2025-05-06T15:06:25Z,female,33,ZA,black,Black,phone,2
156392,2025-05-06T15:11:33Z,male,23,KE,black,Black,phone,2
156393,2025-05-06T15:01:51Z,male,44,IT,white,White,desktop,2
156394,2025-05-06T15:13:27Z,male,24,US,white,White,laptop,2
156395,2025-05-06T15:05:38Z,female,29,ZA,black african,Black,phone,2
156397,2025-05-06T15:13:39Z,male,65,ZA,african,Black,phone,2
156398,2025-05-06T15:13:01Z,female,31,ZA,black,Black,phone,2
156399,2025-05-06T15:04:34Z,non-binary,32,ZA,black african,Black,phone,2
156400,2025-05-06T15:09:31Z,male,36,ZA,black,Black,desktop,2
156401,2025-05-06T15:08:09Z,male,43,DE,weiß,White,desktop,2
156402,2025-05-06T15:16:54Z,female,26,ZA,black,Black,laptop,2
156403,2025-05-06T15:10:22Z,male,22,GB,black,Black,laptop,2
156404,2025-05-06T15:07:37Z,male,73,US,american,Ambiguous label,laptop,2
156405,2025-05-06T15:12:32Z,female,19,GR,white/greek,White,laptop,2
156407,2025-05-06T15:08:45Z,male,65,ZA,black,Black,laptop,2
156408,2025-05-06T15:14:01Z,female,24,ZA,black,Black,phone,2
156409,2025-05-06T15:19:26Z,male,27,ZA,black,Black,phone,2
156410,2025-05-06T15:20:03Z,male,41,ZA,black,Black,laptop,2
156411,2025-05-06T15:16:25Z,male,28,ZA,black,Black,desktop,2
156412,2025-05-06T15:23:53Z,male,18,GB,black,Black,laptop,2
156413,2025-05-06T15:16:21Z,female,27,ZA,black african,Black,phone,2
156415,2025-05-06T15:08:11Z,male,32,GB,white,White,desktop,2
156416,2025-05-06T15:18:44Z,female,22,ZA,black,Black,phone,2
156417,2025-05-06T15:13:46Z,male,51,GB,asian,Asian,desktop,2
156418,2025-05-06T15:12:51Z,female,38,ZA,black,Black,laptop,2
156421,2025-05-06T15:17:19Z,female,32,ZA,black,Black,phone,2
156422,2025-05-06T15:18:50Z,female,44,ZA,black,Black,phone,2
156423,2025-05-06T15:20:45Z,male,25,KE,african,Black,laptop,2
156424,2025-05-06T15:44:14Z,male,45,ZA,black,Black,laptop,2
156425,2025-05-06T15:09:22Z,male,32,PL,white,White,laptop,2
156426,2025-05-06T15:12:52Z,female,36,ZA,indian,Asian,phone,2
156427,2025-05-06T15:09:04Z,male,28,CA,south asian,Asian,phone,2
156428,2025-05-06T15:12:43Z,male,27,DE,caucasian,White,desktop,2
156429,2025-05-06T15:14:18Z,male,22,ZA,black,Black,phone,2
156430,2025-05-06T15:17:56Z,male,55,ZA,asian,Asian,laptop,2
156431,2025-05-06T15:18:53Z,male,48,ZA,black,Black,phone,2
156432,2025-05-06T15:22:46Z,female,44,ZA,black,Black,desktop,2
156434,2025-05-06T15:14:26Z,female,35,GB,black/africa,Black,laptop,2
156435,2025-05-06T15:17:50Z,female,28,ZA,black,Black,phone,2
156436,2025-05-06T15:13:53Z,female,33,PL,whitr,White,phone,2
156437,2025-05-06T15:15:59Z,female,23,ZA,black african,Black,phone,2
156439,2025-05-06T15:24:32Z,male,34,ZA,black,Black,tablet,2
156440,2025-05-06T15:16:01Z,female,33,ZA,black,Black,phone,2
156442,2025-05-06T15:21:51Z,female,25,KE,black,Black,laptop,2
156444,2025-05-06T15:38:48Z,male,31,ZA,black,Black,phone,2
156446,2025-05-06T15:21:08Z,female,31,ZA,black,Black,desktop,2
156448,2025-05-06T15:39:59Z,female,23,ZA,black,Black,laptop,2
156450,2025-05-06T15:33:34Z,female,50,US,black,Black,desktop,2
156452,2025-05-06T15:23:06Z,male,41,PT,caucasian,White,phone,2
156453,2025-05-06T15:16:23Z,male,57,IE,white,White,laptop,2
156454,2025-05-06T15:14:28Z,male,37,US,japanese,Asian,desktop,2
156455,2025-05-06T15:19:50Z,male,27,DE,caucasian,White,desktop,2
156456,2025-05-06T15:20:41Z,female,26,ZA,black,Black,phone,2
156457,2025-05-06T15:21:45Z,male,29,ZA,black,Black,desktop,2
156458,2025-05-06T15:19:06Z,female,30,ZA,black,Black,laptop,2
156459,2025-05-06T15:30:47Z,male,48,US,white,White,desktop,2
156460,2025-05-06T15:24:34Z,non-binary,69,ES,white,White,laptop,2
156461,2025-05-06T15:32:20Z,male,26,ZA,african,Black,desktop,2
156462,2025-05-06T15:20:44Z,male,41,KE,african,Black,laptop,2
156463,2025-05-06T15:21:55Z,female,32,ZA,black,Black,laptop,2
156464,2025-05-06T15:20:14Z,male,25,ZA,black,Black,phone,2
156466,2025-05-06T15:27:38Z,male,34,GB,asian,Asian,laptop,2
156467,2025-05-06T15:37:59Z,male,31,GB,black/africa,Black,laptop,2
156467,2025-05-06T15:38:00Z,male,31,GB,black/africa,Black,laptop,2
156468,2025-05-06T15:29:57Z,female,72,US,white,White,laptop,2
156469,2025-05-06T15:24:24Z,female,23,ZA,black,Black,laptop,2
156470,2025-05-06T15:16:54Z,female,55,US,black,Black,desktop,2
156471,2025-05-06T15:22:53Z,female,23,ZA,black,Black,phone,2
156473,2025-05-06T15:24:28Z,male,58,ZA,african,Black,phone,2
156475,2025-05-06T15:24:23Z,male,25,GB,black african,Black,laptop,2
156476,2025-05-06T15:18:37Z,male,30,ZA,black,Black,phone,2
156477,2025-05-06T15:28:07Z,female,25,ZA,black,Black,phone,2
156482,2025-05-06T15:20:55Z,male,25,ZA,black,Black,laptop,2
156483,2025-05-06T15:20:08Z,male,23,ZA,black,Black,laptop,2
156484,2025-05-06T15:27:04Z,female,28,ZA,black,Black,phone,2
156485,2025-05-06T15:22:04Z,female,30,ZA,black,Black,phone,2
156487,2025-05-06T15:31:43Z,male,21,ZA,black,Black,phone,2
156489,2025-05-06T15:44:09Z,female,22,ZA,black,Black,laptop,2
156490,2025-05-06T15:38:53Z,female,25,ZA,african black,Black,desktop,2
156492,2025-05-06T15:27:45Z,male,28,ZA,african,Black,phone,2
156495,2025-05-06T15:29:54Z,male,34,ZA,black,Black,tablet,2
156496,2025-05-06T15:27:49Z,female,39,ZA,black,Black,desktop,2
156498,2025-05-06T15:24:04Z,female,52,ZA,black,Black,desktop,2
156499,2025-05-06T15:31:26Z,male,35,GB,african,Black,laptop,2
156500,2025-05-06T15:25:25Z,male,45,ZA,african,Black,phone,2
156501,2025-05-06T15:27:47Z,male,19,ZA,black,Black,laptop,2
156502,2025-05-06T15:39:52Z,female,31,ZA,black,Black,phone,2
156503,2025-05-06T15:35:06Z,male,24,ZA,black,Black,desktop,2
156504,2025-05-06T15:34:15Z,female,32,US,african american,Black,laptop,2
156507,2025-05-06T15:24:26Z,male,22,GB,pakistani,Asian,laptop,2
156508,2025-05-06T15:23:49Z,female,32,ZA,black,Black,phone,2
156509,2025-05-06T15:29:12Z,male,34,ZA,black,Black,phone,2
156512,2025-05-06T15:31:03Z,male,25,GB,black,Black,laptop,2
156513,2025-05-06T15:23:33Z,male,21,IN,indo-aryan,Asian,laptop,2
156514,2025-05-06T15:41:24Z,male,43,GB,black,Black,desktop,2
156516,2025-05-06T15:26:19Z,male,39,GR,caucasian,White,phone,2
156517,2025-05-06T15:27:01Z,male,41,US,white,White,laptop,2
156521,2025-05-06T15:31:19Z,female,20,ZA,black,Black,desktop,2
156524,2025-05-06T15:27:23Z,male,60,GB,white,White,laptop,2
156527,2025-05-06T15:28:55Z,female,62,ZA,black,Black,phone,2
156528,2025-05-06T15:33:05Z,female,24,PT,white,White,desktop,2
156529,2025-05-06T15:25:35Z,male,52,CA,white,White,laptop,2
156530,2025-05-06T15:30:46Z,female,32,GB,black,Black,laptop,2
156532,2025-05-06T15:28:15Z,male,20,GB,white,White,phone,2
156534,2025-05-06T15:40:27Z,male,28,ZA,black,Black,phone,2
156537,2025-05-06T15:36:40Z,male,59,ZA,black,Black,phone,2
156538,2025-05-06T15:37:13Z,male,49,US,caucasian,White,desktop,2
156539,2025-05-06T15:34:33Z,female,32,ZA,black,Black,phone,2
156540,2025-05-06T15:31:11Z,female,24,ZA,black,Black,laptop,2
156542,2025-05-06T15:33:22Z,female,32,ZA,african,Black,phone,2
156543,2025-05-06T15:28:28Z,male,41,US,native hawaiian,Indigenous / Pacific Islander,phone,2
156544,2025-05-06T15:31:56Z,male,24,KE,african,Black,laptop,2
156545,2025-05-06T15:49:05Z,female,19,ZA,black,Black,desktop,2
156546,2025-05-06T15:49:40Z,male,26,ZA,black,Black,desktop,2
156547,2025-05-06T15:28:57Z,male,52,HU,white,White,laptop,2
156548,2025-05-06T15:52:59Z,female,61,ZA,black,Black,desktop,2
156549,2025-05-06T15:31:37Z,female,26,ZA,black,Black,tablet,2
156550,2025-05-06T15:31:40Z,female,27,ZA,black,Black,phone,2
156551,2025-05-06T15:29:34Z,female,60,ZA,black,Black,tablet,2
156552,2025-05-06T15:32:20Z,female,69,ZA,black,Black,laptop,2
156553,2025-05-06T15:30:35Z,female,24,ZA,black,Black,phone,2
156554,2025-05-06T15:55:41Z,female,36,US,white,White,desktop,2
156555,2025-05-06T15:37:01Z,male,35,ZA,black,Black,laptop,2
156556,2025-05-06T15:44:13Z,male,25,US,black american,Black,desktop,2
156557,2025-05-06T15:33:03Z,female,20,ZA,black,Black,phone,2
156558,2025-05-06T15:48:52Z,male,30,ES,white,White,desktop,2
156559,2025-05-06T15:40:08Z,male,56,ZA,black,Black,phone,2
156560,2025-05-06T15:40:13Z,male,24,ZA,black,Black,laptop,2
156561,2025-05-06T15:37:39Z,female,21,ZA,black,Black,phone,2
156562,2025-05-06T15:36:25Z,female,25,ZA,black,Black,phone,2
156563,2025-05-06T15:32:14Z,female,58,US,caucasian,White,desktop,2
156564,2025-05-06T15:45:07Z,female,51,ZA,black,Black,phone,2
156566,2025-05-06T15:32:07Z,male,28,PT,white,White,desktop,2
156567,2025-05-06T15:33:22Z,male,22,GB,black,Black,laptop,2
156568,2025-05-06T15:36:28Z,female,50,US,white,White,laptop,2
156569,2025-05-06T15:37:04Z,female,40,PL,white,White,laptop,2
156570,2025-05-06T15:41:14Z,female,34,ZA,black,Black,laptop,2
156571,2025-05-06T15:42:07Z,male,23,ZA,black,Black,laptop,2
156572,2025-05-06T15:37:10Z,female,34,ZA,black,Black,phone,2
156573,2025-05-06T15:35:07Z,female,31,ZA,african,Black,desktop,2
156574,2025-05-06T15:38:26Z,female,57,GB,white,White,laptop,2
156577,2025-05-06T15:57:39Z,female,26,ZA,black,Black,laptop,2
156579,2025-05-06T15:40:07Z,female,45,IE,white,White,laptop,2
156580,2025-05-06T15:51:48Z,male,34,GB,white,White,desktop,2
156581,2025-05-06T15:38:50Z,male,36,GB,white,White,desktop,2
156582,2025-05-06T15:46:45Z,female,24,ZA,black,Black,phone,2
156584,2025-05-06T15:40:38Z,female,36,ZA,black,Black,laptop,2
156585,2025-05-06T15:41:46Z,female,33,ZA,black,Black,phone,2
156586,2025-05-06T15:46:39Z,male,31,ZA,african,Black,phone,2
156587,2025-05-06T15:49:44Z,female,49,ZA,black,Black,phone,2
156588,2025-05-06T15:40:41Z,male,26,IT,black,Black,laptop,2
156589,2025-05-06T15:42:26Z,female,20,ZA,african,Black,desktop,2
156590,2025-05-06T15:49:51Z,female,39,ZA,black,Black,tablet,2
156591,2025-05-06T15:51:34Z,male,26,KE,black,Black,phone,2
156592,2025-05-06T15:39:58Z,female,25,ZA,black,Black,phone,2
156593,2025-05-06T15:42:18Z,male,33,DE,caucasian,White,desktop,2
156594,2025-05-06T15:43:50Z,female,25,ZA,african,Black,laptop,2
156595,2025-05-06T15:51:47Z,female,37,ZA,black,Black,desktop,2
156596,2025-05-06T15:44:46Z,male,60,ZA,african,Black,phone,2
156597,2025-05-06T15:46:07Z,female,27,GB,british,White,desktop,2
156598,2025-05-06T15:43:03Z,male,32,ZA,black,Black,phone,2
156599,2025-05-06T15:42:02Z,female,20,CZ,white,White,desktop,2
156601,2025-05-06T15:43:08Z,female,33,ZA,black,Black,phone,2
156603,2025-05-06T15:48:46Z,male,60,CZ,white,White,desktop,2
156604,2025-05-06T15:42:19Z,male,33,ZA,african,Black,phone,2
156605,2025-05-06T15:39:11Z,female,51,ZA,black,Black,phone,2
156606,2025-05-06T15:51:20Z,female,24,ZA,african,Black,desktop,2
156607,2025-05-06T15:56:51Z,female,27,ZA,black,Black,desktop,2
156608,2025-05-06T15:41:30Z,female,55,GR,NA,NA,NA,NA
156608,2025-05-06T15:41:37Z,female,55,GR,NA,NA,NA,NA
156608,2025-05-06T15:41:47Z,female,55,GR,white,White,laptop,2
156609,2025-05-06T15:42:15Z,male,25,ES,hispanic,Latine,desktop,2
156611,2025-05-06T15:57:22Z,male,27,GB,black,Black,laptop,2
156612,2025-05-06T15:41:00Z,female,31,ZA,asian,Asian,phone,2
156614,2025-05-06T15:46:42Z,male,45,IT,white,White,laptop,2
156615,2025-05-06T15:44:54Z,male,37,GB,black,Black,laptop,2
156616,2025-05-06T15:43:03Z,male,56,GB,white british,White,desktop,2
156617,2025-05-06T15:43:10Z,male,32,ZA,black,Black,desktop,2
156621,2025-05-06T15:49:33Z,male,30,PL,white,White,phone,2
156622,2025-05-06T15:42:21Z,male,64,US,white,White,laptop,2
156624,2025-05-06T15:49:22Z,female,34,ES,hispanic,Latine,desktop,2
156626,2025-05-06T15:48:00Z,female,37,ZA,black,Black,laptop,2
156629,2025-05-06T15:50:48Z,male,35,ZA,black,Black,laptop,2
156631,2025-05-06T15:46:35Z,female,26,ZA,black,Black,desktop,2
156632,2025-05-06T15:56:51Z,female,32,ZA,black,Black,phone,2
156633,2025-05-06T15:48:04Z,male,24,GB,black,Black,laptop,2
156634,2025-05-06T15:49:47Z,female,33,GB,black,Black,laptop,2
156635,2025-05-06T15:54:37Z,male,51,GB,british,White,desktop,2
156637,2025-05-06T15:48:04Z,female,41,ZA,black,Black,phone,2
156638,2025-05-06T15:56:19Z,male,24,ZA,black,Black,laptop,2
156640,2025-05-06T15:58:07Z,female,22,ZA,black african,Black,phone,2
156641,2025-05-06T16:01:57Z,female,29,ZA,black,Black,tablet,2
156643,2025-05-06T15:49:36Z,female,50,ZA,white,White,laptop,2
156644,2025-05-06T15:52:04Z,female,51,ZA,black,Black,phone,2
156646,2025-05-06T15:56:30Z,female,35,ZA,black,Black,desktop,2
156647,2025-05-06T15:49:49Z,male,48,GR,greek,White,desktop,2
156648,2025-05-06T15:46:01Z,male,26,ZA,african,Black,phone,2
156650,2025-05-06T15:53:10Z,female,38,ZA,black,Black,tablet,2
156652,2025-05-06T16:00:35Z,male,22,PL,polish,White,desktop,2
156654,2025-05-06T15:47:13Z,female,28,ZA,african,Black,desktop,2
156655,2025-05-06T16:03:15Z,female,55,ZA,black,Black,laptop,2
156656,2025-05-06T15:58:19Z,male,24,ZA,black,Black,phone,2
156657,2025-05-06T15:55:14Z,male,28,BR,white,White,desktop,2
156658,2025-05-06T15:46:55Z,female,26,GB,white british,White,phone,2
156659,2025-05-06T16:08:18Z,male,27,GB,black,Black,laptop,2
156661,2025-05-06T15:54:29Z,male,37,PT,white,White,desktop,2
156662,2025-05-06T15:49:39Z,female,64,CA,white,White,laptop,2
156664,2025-05-06T15:51:44Z,male,33,IT,white,White,desktop,2
156665,2025-05-06T15:55:36Z,female,22,ZA,black,Black,laptop,2
156667,2025-05-06T15:51:48Z,male,63,ZA,black african,Black,phone,2
156668,2025-05-06T15:51:53Z,male,24,PT,caucasian,White,desktop,2
156669,2025-05-06T16:26:40Z,female,29,ZA,black,Black,phone,2
156671,2025-05-06T15:51:05Z,female,28,GB,white,White,desktop,2
156672,2025-05-06T15:54:48Z,male,58,ZA,white,White,desktop,2
156673,2025-05-06T15:53:41Z,male,26,ZA,black,Black,desktop,2
156674,2025-05-06T15:57:01Z,male,37,GB,caucasian,White,laptop,2
156676,2025-05-06T15:55:30Z,female,25,ZA,african,Black,phone,2
156677,2025-05-06T15:58:00Z,female,30,ZA,black,Black,laptop,2
156678,2025-05-06T15:50:10Z,male,27,BR,brazilian,Latine,desktop,2
156679,2025-05-06T15:56:15Z,male,53,GB,white british,White,laptop,2
156680,2025-05-06T15:57:17Z,male,36,ZA,black,Black,laptop,2
156681,2025-05-06T15:55:54Z,male,34,ZA,black,Black,phone,2
156682,2025-05-06T16:09:04Z,female,33,ZA,black,Black,phone,2
156683,2025-05-06T15:53:11Z,male,21,ZA,black,Black,laptop,2
156685,2025-05-06T15:55:29Z,male,30,PL,white/caucasian,White,laptop,2
156686,2025-05-06T15:53:42Z,female,50,ZA,black,Black,desktop,2
156687,2025-05-06T15:53:42Z,male,23,PL,white european,White,desktop,2
156688,2025-05-06T16:10:17Z,female,39,ZA,black,Black,desktop,2
156689,2025-05-06T15:54:49Z,female,20,ZA,african,Black,laptop,2
156691,2025-05-06T15:57:18Z,female,26,ZA,black,Black,phone,2
156692,2025-05-06T15:58:17Z,female,69,ZA,indian,Asian,phone,2
