lab_id,model_id,std_ang,std_dis,std_fea,std_hap,std_neu,std_sad,std_sur,unstd_neu,age,ethnicity,ethnicity_rec,face_shape,face_shape-specific,gender,gender_rec,height,height_units,height_cm,weight,weight_units,weight_kg,makeup_blush,makeup_concealer,makeup_eyebrow,makeup_eyelashes,makeup_eyes,makeup_foundation,makeup_lips,makeup_permanent,makeup_semipermanent
MF0022,0002,0,0,0,1,1,0,0,1,24,white,White,1,NA,female,female,178,cm,178,85,kg,85,1,1,1,1,2,1,1,1,1
MF0022,0003,0,0,0,1,1,0,0,1,20,asian (indian),Asian,1,NA,female,female,158,cm,158,60,kg,60,1,1,1,1,1,1,1,1,1
MF0022,0004,0,0,0,1,1,0,0,1,25,white british,White,1,NA,non-binary,non-binary,173,cm,173,70,kg,70,1,1,1,1,1,1,1,1,1
MF0022,0005,0,0,0,1,1,0,0,1,31,white british,White,2,Broken Nose,male,male,183,cm,183,93,kg,93,1,1,1,1,1,1,1,1,1
MF0022,0006,0,0,0,1,1,0,0,1,19,hispanic,Latine,1,NA,male,male,171,cm,171,54,kg,54,1,1,1,1,1,1,1,1,1
MF0022,0007,0,0,0,1,1,0,0,1,24,white british,White,1,NA,non-binary,non-binary,170,cm,170,69,kg,69,1,2,2,1,2,1,1,1,1
MF0022,0008,0,0,0,1,1,0,0,1,20,white british,White,2,Braces to correct overbite,male,male,175,cm,175,62,kg,62,1,1,1,1,1,1,1,1,1
MF0022,0009,0,0,0,1,1,0,0,1,34,white british,White,2,Broken Nose,male,male,173,cm,173,69,kg,69,1,1,1,1,1,1,1,1,1
MF0022,0010,0,0,0,1,1,0,0,1,20,mixed white & asian,Mixed,1,NA,female,female,173,cm,173,63,kg,63,1,1,1,1,1,1,1,1,1
MF0023,0001,1,1,1,1,1,1,1,1,37,british white,White,1,N/A,female,female,164,cm,164,97,kg,97,2,1,1,1,2,2,2,1,2
MF0023,0002,1,1,1,1,1,1,1,1,29,white britisg,White,1,N/A,female,female,157,cm,157,70,kg,70,2,2,2,1,2,2,1,1,1
MF0023,0003,1,1,1,1,1,1,1,1,28,british,White,1,n/a,female,female,171,cm,171,87,kg,87,1,1,1,1,1,1,1,1,1
MF0023,0004,1,1,1,1,1,1,1,1,37,white british,White,1,NA,female,female,170,cm,170,65,kg,65,1,1,1,1,1,1,1,1,1
MF0023,0005,1,1,1,1,1,1,1,1,61,mix white/black,Mixed,1,NA,male,male,182,cm,182,108,kg,108,1,1,1,1,1,1,1,1,1
MF0023,0006,1,1,1,1,1,1,1,0,25,indian,Asian,1,NA,male,male,178,cm,178,83,kg,83,1,1,1,1,1,1,1,1,1
MF0023,0007,1,1,1,1,1,1,1,1,33,middle eastern,Middle Eastern or North African (MENA),1,NA,female,female,162,cm,162,59,kg,59,1,1,1,1,2,2,1,1,1
MF0023,0008,1,1,1,1,1,1,1,1,28,arab,Middle Eastern or North African (MENA),2,Orthodontic work,female,female,164,cm,164,50,kg,50,1,1,1,1,1,1,1,2,1
MF0023,0009,1,1,1,1,1,1,1,1,39,white-french,White,1,NA,male,male,190,cm,190,82,kg,82,1,1,1,1,1,1,1,1,1
MF0023,0010,1,1,1,1,1,1,1,1,29,latino,Latine,1,n/a,male,male,174,cm,174,78,kg,78,1,1,1,1,1,1,1,1,1
MF0024,0001,1,1,1,1,1,1,1,1,48,white european,White,1,no,trans woman,female,179,cm,179,88,kg,88,1,1,1,1,1,1,1,1,1
MF0024,0002,1,1,1,1,1,1,1,1,55,white british,White,1,.,female,female,164,cm,164,80,kg,80,2,2,2,1,2,2,1,1,1
MF0024,0003,1,1,1,1,1,1,1,1,26,white,White,1,NA,female,female,163,cm,163,60,kg,60,NA,NA,2,NA,2,NA,NA,NA,NA
MF0024,0004,1,1,1,1,1,1,1,1,29,white british,White,1,NA,male,male,191,cm,191,83,kg,83,1,1,1,1,1,1,1,1,1
MF0024,0005,1,1,1,1,1,1,1,1,23,white,White,1,NA,female,female,167,cm,167,107,kg,107,1,1,1,1,1,1,1,1,1
MF0024,0006,1,1,1,1,1,1,1,1,23,white,White,1,NA,female,female,163,cm,163,54,kg,54,1,1,1,1,1,1,1,1,1
MF0024,0007,1,1,1,1,1,1,1,1,29,asian,Asian,1,n/a,male,male,174,cm,174,74,kg,74,1,1,1,1,1,1,1,1,1
MF0024,0008,1,1,1,1,1,1,1,1,20,white-scottish,White,1,NA,male,male,180,cm,180,65,kg,65,1,1,1,1,1,1,1,1,1
MF0024,0009,1,1,1,1,1,1,1,1,22,jewish,Ambiguous label,1,NA,male,male,187,cm,187,84,kg,84,1,1,1,1,1,1,1,1,1
MF0024,0010,1,1,1,1,1,1,1,1,44,white scottish,White,1,NA,f,female,165,cm,165,55,kg,55,1,1,1,1,1,1,1,1,1
MF0025,0001,1,1,1,1,1,1,1,1,22,not hispanic/latino,Ambiguous label,1,N/A,female,female,67,in,170.18,145,lb,65.77097186816776,1,1,1,1,1,1,1,1,1
MF0025,0002,1,1,1,1,1,1,1,1,24,white / middle-eastern,Mixed,1,NA,female,female,63,in,160.02,140,lb,63.50300732098956,1,1,1,1,1,1,1,1,1
MF0025,0003,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF0025,0004,1,1,1,1,1,1,1,1,23,white / middle eastern,Mixed,1,NA,female,female,63,in,160.02,130,lb,58.96707822663317,1,1,1,1,1,1,1,1,1
MF0025,0005,1,1,1,1,1,1,1,0,24,asian,Asian,2,Braces,male,male,70,in,177.8,135,lb,61.235042773811365,1,1,1,1,1,1,1,1,1
MF0025,0006,1,1,1,1,1,1,1,0,22,african american,Black,1,NA,male,male,67,in,170.18,70,lb,70,1,1,1,1,1,1,1,1,1
MF0025,0007,1,1,1,1,1,1,1,1,33,asian/chinese,Asian,1,no,f,female,170,cm,170,54,kg,54,1,1,1,1,1,1,1,1,1
MF0025,0008,1,1,1,1,1,1,1,0,22,white,White,2,"Wisdom teeth removal, root canal + crown implant",male,male,75,in,190.5,205,lb,92.98654643430615,1,1,1,1,1,1,1,1,1
MF0025,0009,1,1,1,1,1,1,1,0,22,white,White,2,I had orthodontic work,female,female,71,in,180.34,140,lb,63.50300732098956,2,2,1,1,2,1,1,1,1
MF0025,0010,1,1,1,1,1,1,1,0,22,puerto rican/hispanic,Latine,1,NA,male,male,177,cm,177,150,lb,68.03893641534596,1,1,1,1,1,1,1,1,1
MF0026,0001,1,1,1,1,1,1,1,0,23,white,White,2,"Broken cheek at 6 years old, I think it fully healed, though. Also have a bit of TMJ, and some orthodontic work to fix that.",female,female,67,in,170.18,240,lb,108.86229826455354,1,1,1,1,1,1,1,1,1
MF0026,0002,1,1,1,1,1,1,1,0,24,white,White,1,n/a,nonbinary,non-binary,69,in,175.26,140,lb,63.50300732098956,1,1,1,1,1,1,1,1,1
MF0026,0003,1,1,1,1,1,1,1,0,35,white,White,1,NA,female,female,170,cm,170,75,kg,75,1,1,1,1,1,1,1,1,1
MF0026,0004,1,1,1,1,1,1,1,0,22,white,White,1,no,female,female,66,in,167.64000000000001,127,lb,57.606299498326244,1,1,1,1,1,1,1,1,1
MF0026,0005,1,1,1,1,1,1,1,0,26,asian,Asian,1,NA,female,female,159,cm,159,55,kg,55,1,1,1,1,1,1,1,1,1
MF0026,0006,1,1,1,1,1,1,1,0,24,asian,Asian,1,NA,femal,female,173,cm,173,69,kg,69,1,1,1,1,1,1,1,1,1
MF0026,0007,1,1,1,1,1,1,1,0,25,meditrainian,White,1,NA,male,male,172,cm,172,63,kg,63,1,1,1,1,1,1,1,1,1
MF0026,0008,1,1,1,1,1,1,1,0,32,n/a,NA,1,NA,female,female,64,in,162.56,156,lb,70.7604938719598,1,1,1,1,1,1,1,1,1
MF0026,0009,1,0,1,1,1,0,0,0,32,white,White,1,n/a,male,male,187,cm,187,82,kg,82,1,1,1,1,1,1,1,1,1
